index,0,1,2
26457,0.102560101,0.186663704,0.710776195
26458,0.184390606,0.287737552,0.527871842
26459,0.075715209,0.086076635,0.838208155
26460,0.084916227,0.090380428,0.824703346
26461,0.116444518,0.216892968,0.666662514
26462,0.061730954,0.126027636,0.81224141
26463,0.332902021,0.621901442,0.045196537
26464,0.088306354,0.098958291,0.812735354
26465,0.063462021,0.119366099,0.817171881
26466,0.0431129,0.327415092,0.629472008
26467,0.059390575,0.160183498,0.780425928
26468,0.054195248,0.092151416,0.853653337
26469,0.434175233,0.169110911,0.396713856
26470,0.191321775,0.183312246,0.625365979
26471,0.050442505,0.237482749,0.712074745
26472,0.091452037,0.230977712,0.677570251
26473,0.073900867,0.096269194,0.829829939
26474,0.189724413,0.797154322,0.013121265
26475,0.292002454,0.232320759,0.475676787
26476,0.057740277,0.154277682,0.787982041
26477,0.148283115,0.173726581,0.677990304
26478,0.080653249,0.089905732,0.829441019
26479,0.087514542,0.155319501,0.757165957
26480,0.071829401,0.113721291,0.814449307
26481,0.077565723,0.329289576,0.593144701
26482,0.199411568,0.078486819,0.722101613
26483,0.023805623,0.203573135,0.772621243
26484,0.133957601,0.270991238,0.595051161
26485,0.033280144,0.04650528,0.920214576
26486,0.090324754,0.206548117,0.703127129
26487,0.082175946,0.134198175,0.783625878
26488,0.14380249,0.809639955,0.046557555
26489,0.015544792,0.372933535,0.611521673
26490,0.095472519,0.260958477,0.643569004
26491,0.066818506,0.07013481,0.863046684
26492,0.074238625,0.333003083,0.592758292
26493,0.487782494,0.50554712,0.006670385
26494,0.125529974,0.144111208,0.730358818
26495,0.090201306,0.121600378,0.788198316
26496,0.092507888,0.131100919,0.776391193
26497,0.06747097,0.660212262,0.272316768
26498,0.195611923,0.440448403,0.363939675
26499,0.052719529,0.140304521,0.806975951
26500,0.0789595,0.475468069,0.445572431
26501,0.152985045,0.219857668,0.627157287
26502,0.041549719,0.042340881,0.916109399
26503,0.177020892,0.393648932,0.429330176
26504,0.121524598,0.269482149,0.608993253
26505,0.091570313,0.125212684,0.783217003
26506,0.169707589,0.775300468,0.054991942
26507,0.142881135,0.837110642,0.020008224
26508,0.161504239,0.295910532,0.542585228
26509,0.128126832,0.109404764,0.762468404
26510,0.045149643,0.294309585,0.660540772
26511,0.070876629,0.09291251,0.836210861
26512,0.100657559,0.170195888,0.729146553
26513,0.121183924,0.197871742,0.680944334
26514,0.047166491,0.100022966,0.852810543
26515,0.380337595,0.044695314,0.574967091
26516,0.024505741,0.350832064,0.624662195
26517,0.191427127,0.799475677,0.009097196
26518,0.096874051,0.139538186,0.763587762
26519,0.363804381,0.203336385,0.432859234
26520,0.027926757,0.754383888,0.217689355
26521,0.057478617,0.18635419,0.756167192
26522,0.147405473,0.196538878,0.65605565
26523,0.118343557,0.176252944,0.705403499
26524,0.091627982,0.320518365,0.587853653
26525,0.326887908,0.134005059,0.539107033
26526,0.041585892,0.116687945,0.841726163
26527,0.192018291,0.335338449,0.47264326
26528,0.139912827,0.847753011,0.012334162
26529,0.25473855,0.086834407,0.658427043
26530,0.077544176,0.166016376,0.756439448
26531,0.034329255,0.112718766,0.85295198
26532,0.197241329,0.070266051,0.73249262
26533,0.134723493,0.105146307,0.7601302
26534,0.076485984,0.118080072,0.805433944
26535,0.056786787,0.117918042,0.825295172
26536,0.125422472,0.241201829,0.633375699
26537,0.083674812,0.084650323,0.831674865
26538,0.10882425,0.279793155,0.611382595
26539,0.081259423,0.226107979,0.692632598
26540,0.178675387,0.345212834,0.476111779
26541,0.036408015,0.117323878,0.846268107
26542,0.10453915,0.166939081,0.728521769
26543,0.137424924,0.10936548,0.753209596
26544,0.193640937,0.171525923,0.63483314
26545,0.076984838,0.338925304,0.584089858
26546,0.05859652,0.1763648,0.76503868
26547,0.037435927,0.058033411,0.904530662
26548,0.102959822,0.053854172,0.843186007
26549,0.39150449,0.578924905,0.029570605
26550,0.032745882,0.236164832,0.731089286
26551,0.027436897,0.292466695,0.680096408
26552,0.058112794,0.214417248,0.727469958
26553,0.069736653,0.120024516,0.810238831
26554,0.223622708,0.400918956,0.375458336
26555,0.158450074,0.122052167,0.719497759
26556,0.039679301,0.309255429,0.651065269
26557,0.104299468,0.112708769,0.782991764
26558,0.430922873,0.139416362,0.429660765
26559,0.226416173,0.065749103,0.707834724
26560,0.12464403,0.19686774,0.67848823
26561,0.080747373,0.220462621,0.698790006
26562,0.075514145,0.090976689,0.833509166
26563,0.081582367,0.135027756,0.783389877
26564,0.045874998,0.100749969,0.853375033
26565,0.129302945,0.457233451,0.413463604
26566,0.197026082,0.193499718,0.6094742
26567,0.061156037,0.057855398,0.880988565
26568,0.219592593,0.731185052,0.049222355
26569,0.042421333,0.154595081,0.802983586
26570,0.166265393,0.26586213,0.567872477
26571,0.051034735,0.085582959,0.863382306
26572,0.147317213,0.276075647,0.57660714
26573,0.116131028,0.157736103,0.726132869
26574,0.193223877,0.104927213,0.70184891
26575,0.136567863,0.181969203,0.681462934
26576,0.108965677,0.067831364,0.823202958
26577,0.093776565,0.18601909,0.720204344
26578,0.122990167,0.372584997,0.504424835
26579,0.244058554,0.708880119,0.047061328
26580,0.110214132,0.207661628,0.68212424
26581,0.078437444,0.166887724,0.754674832
26582,0.037833022,0.036967466,0.925199512
26583,0.073061,0.109128427,0.817810572
26584,0.079688581,0.269866305,0.650445114
26585,0.076136221,0.541009816,0.382853964
26586,0.410364533,0.309766019,0.279869448
26587,0.210335672,0.34998668,0.439677648
26588,0.064752305,0.17408433,0.761163365
26589,0.078927742,0.093142258,0.82793
26590,0.091348626,0.397774829,0.510876545
26591,0.124042753,0.850045675,0.025911572
26592,0.265323883,0.151180113,0.583496003
26593,0.27436276,0.35839468,0.36724256
26594,0.128133952,0.220721139,0.651144909
26595,0.062319669,0.104125547,0.833554784
26596,0.095383876,0.139058635,0.765557489
26597,0.083700083,0.488739274,0.427560644
26598,0.068843531,0.1624434,0.768713069
26599,0.110015135,0.097607101,0.792377764
26600,0.071619677,0.085695201,0.842685122
26601,0.068377384,0.182466082,0.749156534
26602,0.113757206,0.183621014,0.70262178
26603,0.129759393,0.180466406,0.6897742
26604,0.100301053,0.24839227,0.651306678
26605,0.06271162,0.080497575,0.856790805
26606,0.156032672,0.306733729,0.537233599
26607,0.122643956,0.869342849,0.008013194
26608,0.072240185,0.180308599,0.747451216
26609,0.094359847,0.095001813,0.81063834
26610,0.240430006,0.734368378,0.025201617
26611,0.139451861,0.244400956,0.616147182
26612,0.093566896,0.261809311,0.644623793
26613,0.099879317,0.175819465,0.724301218
26614,0.057658185,0.139397305,0.80294451
26615,0.105652244,0.217689308,0.676658447
26616,0.059237507,0.060876268,0.879886225
26617,0.172588002,0.168462601,0.658949397
26618,0.128799762,0.131783008,0.73941723
26619,0.127891017,0.28249593,0.589613053
26620,0.11550815,0.878199771,0.006292078
26621,0.035920626,0.053148873,0.910930501
26622,0.097083738,0.320479438,0.582436825
26623,0.026469842,0.483074414,0.490455744
26624,0.051123233,0.15497191,0.793904856
26625,0.586543047,0.102159855,0.311297098
26626,0.207761129,0.13833221,0.653906661
26627,0.072226959,0.103531877,0.824241163
26628,0.05107142,0.143056016,0.805872565
26629,0.046592774,0.074314959,0.879092267
26630,0.079297624,0.167463289,0.753239086
26631,0.086814423,0.123662758,0.78952282
26632,0.228566666,0.181711796,0.589721538
26633,0.071433367,0.147138481,0.781428152
26634,0.063288353,0.138214167,0.79849748
26635,0.054388995,0.247132213,0.698478793
26636,0.083482888,0.349958476,0.566558637
26637,0.015378647,0.099920696,0.884700657
26638,0.097454256,0.598481181,0.304064563
26639,0.290246003,0.473450678,0.236303319
26640,0.060041041,0.126623497,0.813335462
26641,0.100986609,0.642772779,0.256240612
26642,0.056792236,0.085422035,0.857785729
26643,0.113814833,0.258772895,0.627412272
26644,0.110910379,0.213550121,0.675539501
26645,0.089447084,0.135003577,0.775549339
26646,0.601625803,0.152815048,0.245559149
26647,0.092613847,0.107282038,0.800104115
26648,0.112921837,0.520305349,0.366772814
26649,0.079419599,0.115380908,0.805199492
26650,0.486054422,0.505250147,0.00869543
26651,0.309747853,0.641469448,0.048782699
26652,0.244781026,0.107749024,0.64746995
26653,0.187087458,0.107075981,0.705836561
26654,0.1612655,0.442613189,0.396121311
26655,0.077785434,0.290453905,0.631760661
26656,0.093262059,0.175949412,0.73078853
26657,0.152280952,0.20960073,0.638118318
26658,0.074168369,0.293783285,0.632048347
26659,0.239346676,0.228791496,0.531861828
26660,0.108119602,0.342076041,0.549804358
26661,0.079296714,0.165912141,0.754791145
26662,0.049143131,0.313617551,0.637239318
26663,0.091780467,0.266127931,0.642091602
26664,0.150554782,0.139815657,0.709629561
26665,0.26270826,0.16916577,0.568125971
26666,0.058652286,0.45649373,0.484853984
26667,0.053558577,0.100551242,0.845890181
26668,0.047758453,0.607645804,0.344595743
26669,0.1812296,0.271914194,0.546856206
26670,0.199845347,0.233713634,0.566441019
26671,0.069262965,0.167558303,0.763178732
26672,0.080451012,0.118670874,0.800878113
26673,0.138828057,0.15941914,0.701752803
26674,0.375949079,0.076717672,0.547333248
26675,0.095252939,0.218645312,0.68610175
26676,0.069468109,0.147172351,0.78335954
26677,0.052264746,0.059834911,0.887900342
26678,0.136615563,0.348891941,0.514492497
26679,0.180886277,0.176020639,0.643093084
26680,0.102927215,0.12445504,0.772617745
26681,0.082230136,0.098991141,0.818778723
26682,0.061877695,0.120139509,0.817982797
26683,0.034508509,0.3701059,0.595385591
26684,0.04334984,0.113784638,0.842865522
26685,0.148947526,0.177199479,0.673852996
26686,0.071212485,0.122768528,0.806018987
26687,0.153336607,0.065667455,0.780995938
26688,0.289281406,0.472428702,0.238289892
26689,0.061425014,0.144716821,0.793858165
26690,0.027845568,0.10581295,0.866341482
26691,0.132294705,0.204633751,0.663071544
26692,0.030153312,0.291710941,0.678135747
26693,0.405557207,0.153573732,0.440869061
26694,0.45871596,0.516788509,0.024495531
26695,0.090434605,0.112105614,0.797459781
26696,0.066460871,0.114230484,0.819308644
26697,0.082207055,0.075989891,0.841803054
26698,0.051649864,0.052969769,0.895380367
26699,0.123715401,0.343650343,0.532634256
26700,0.064317743,0.303353286,0.63232897
26701,0.129484967,0.363637168,0.506877865
26702,0.167070595,0.330256535,0.50267287
26703,0.097369339,0.28249705,0.620133612
26704,0.060684283,0.160545129,0.778770588
26705,0.075022482,0.073557933,0.851419584
26706,0.075194681,0.14033857,0.784466748
26707,0.328832843,0.134902659,0.536264498
26708,0.075786179,0.130184596,0.794029226
26709,0.070899667,0.07640267,0.852697663
26710,0.155620616,0.247423835,0.596955549
26711,0.105805325,0.147255904,0.74693877
26712,0.061222256,0.224757015,0.714020729
26713,0.179886088,0.33935819,0.480755722
26714,0.112334096,0.205957544,0.68170836
26715,0.078225269,0.337706637,0.584068094
26716,0.110866561,0.537951499,0.35118194
26717,0.069011354,0.221575135,0.709413511
26718,0.074832411,0.179116365,0.746051225
26719,0.140099128,0.341566917,0.518333956
26720,0.157566154,0.141759667,0.70067418
26721,0.038632038,0.355102457,0.606265505
26722,0.185024229,0.174763837,0.640211935
26723,0.148426051,0.14117792,0.710396029
26724,0.122196565,0.413082366,0.464721069
26725,0.057516881,0.304660691,0.637822427
26726,0.160091799,0.431158906,0.408749295
26727,0.075453208,0.105665451,0.818881341
26728,0.067195824,0.309817195,0.622986981
26729,0.134590538,0.237316778,0.628092684
26730,0.20797902,0.592477066,0.199543913
26731,0.094019759,0.142997227,0.762983015
26732,0.159208636,0.817874166,0.022917198
26733,0.099032106,0.091964049,0.809003846
26734,0.091096267,0.182231645,0.726672088
26735,0.036429025,0.120461746,0.843109229
26736,0.124923529,0.199414219,0.675662252
26737,0.152296321,0.170825931,0.676877748
26738,0.053967327,0.113898201,0.832134471
26739,0.311657973,0.140072744,0.548269283
26740,0.06491107,0.131580756,0.803508173
26741,0.144153784,0.812202304,0.043643912
26742,0.062747891,0.268715538,0.668536571
26743,0.119514355,0.088118832,0.792366814
26744,0.1437219,0.210439486,0.645838614
26745,0.051765609,0.123603519,0.824630872
26746,0.264599832,0.18699671,0.548403458
26747,0.10452004,0.377879882,0.517600077
26748,0.247441112,0.364633882,0.387925006
26749,0.041497451,0.213578034,0.744924514
26750,0.088849965,0.079872303,0.831277732
26751,0.098059586,0.20817305,0.693767363
26752,0.089640738,0.521005957,0.389353305
26753,0.088324833,0.121135144,0.790540023
26754,0.137575581,0.052156123,0.810268296
26755,0.061707942,0.109042042,0.829250016
26756,0.131434231,0.091489251,0.777076517
26757,0.050800229,0.149685141,0.79951463
26758,0.16272604,0.246762776,0.590511184
26759,0.07963789,0.355584201,0.564777909
26760,0.230332828,0.2784232,0.491243971
26761,0.055075924,0.146333735,0.798590341
26762,0.099563573,0.111294347,0.789142079
26763,0.087566559,0.157654357,0.754779084
26764,0.077680716,0.207305291,0.715013993
26765,0.114287534,0.099098122,0.786614343
26766,0.078437154,0.48823627,0.433326575
26767,0.11476591,0.14872224,0.73651185
26768,0.097195509,0.879282117,0.023522374
26769,0.12040655,0.263623798,0.615969652
26770,0.200889821,0.349592969,0.44951721
26771,0.186941115,0.786365295,0.02669359
26772,0.455925191,0.110390467,0.433684342
26773,0.117671768,0.176596907,0.705731325
26774,0.119134342,0.175484407,0.705381251
26775,0.063112138,0.263784434,0.673103428
26776,0.060139582,0.070200145,0.869660272
26777,0.142201479,0.097738668,0.760059853
26778,0.063778895,0.119651309,0.816569796
26779,0.07940812,0.096966274,0.823625605
26780,0.103374414,0.196289599,0.700335988
26781,0.031717123,0.169876426,0.798406451
26782,0.063379783,0.088070312,0.848549904
26783,0.230291328,0.165350734,0.604357938
26784,0.082121473,0.511707813,0.406170714
26785,0.062979269,0.190560627,0.746460104
26786,0.42518997,0.082486436,0.492323594
26787,0.018250273,0.024878632,0.956871095
26788,0.174976488,0.161420491,0.66360302
26789,0.136691497,0.316545015,0.546763488
26790,0.059619096,0.242763547,0.697617357
26791,0.0507055,0.087935498,0.861359002
26792,0.123057317,0.192323714,0.684618969
26793,0.031971504,0.210373831,0.757654665
26794,0.064599841,0.160437574,0.774962586
26795,0.126836975,0.245527644,0.627635381
26796,0.239191638,0.735624907,0.025183455
26797,0.06925165,0.357952687,0.572795663
26798,0.338533508,0.163068789,0.498397703
26799,0.062229354,0.149222363,0.788548284
26800,0.096640913,0.860990213,0.042368874
26801,0.038439648,0.635459885,0.326100467
26802,0.140852082,0.138137512,0.721010406
26803,0.067065465,0.183469276,0.749465259
26804,0.073406468,0.224414934,0.702178599
26805,0.049658705,0.116616113,0.833725182
26806,0.048690091,0.193876666,0.757433243
26807,0.037162978,0.067126505,0.895710517
26808,0.07925766,0.29745036,0.62329198
26809,0.090793749,0.180350367,0.728855885
26810,0.059413589,0.272353045,0.668233366
26811,0.061718275,0.093766283,0.844515442
26812,0.064296506,0.098145819,0.837557676
26813,0.149533854,0.345374895,0.50509125
26814,0.117401842,0.143074061,0.739524097
26815,0.105648405,0.260294681,0.634056914
26816,0.063416654,0.37361227,0.562971076
26817,0.111859986,0.075714719,0.812425296
26818,0.142670935,0.123317127,0.734011938
26819,0.042960319,0.316044068,0.640995612
26820,0.260502366,0.721739516,0.017758118
26821,0.195224402,0.786555962,0.018219636
26822,0.119930493,0.234074951,0.645994556
26823,0.076293171,0.168154574,0.755552255
26824,0.056367833,0.125220972,0.818411196
26825,0.089069647,0.139911593,0.77101876
26826,0.077301703,0.122723115,0.799975182
26827,0.060865327,0.142784023,0.796350649
26828,0.112040452,0.163029126,0.724930422
26829,0.047128921,0.096729393,0.856141686
26830,0.064501227,0.123236216,0.812262557
26831,0.099562516,0.108680739,0.791756745
26832,0.034586414,0.098217124,0.867196463
26833,0.06755793,0.104272445,0.828169624
26834,0.070203391,0.240585147,0.689211462
26835,0.633503704,0.073706339,0.292789957
26836,0.163055828,0.45282977,0.384114401
26837,0.125141083,0.103196425,0.771662492
26838,0.107113724,0.269354029,0.623532247
26839,0.518622505,0.098989077,0.382388418
26840,0.194369158,0.225749201,0.579881641
26841,0.058835616,0.108263557,0.832900827
26842,0.048806094,0.115025859,0.836168047
26843,0.101045066,0.140051043,0.758903891
26844,0.090974434,0.375456727,0.533568839
26845,0.347378382,0.106526919,0.5460947
26846,0.086805815,0.133567598,0.779626587
26847,0.140794454,0.254777317,0.604428229
26848,0.126064689,0.134536567,0.739398744
26849,0.163457717,0.187588767,0.648953516
26850,0.103003442,0.256516071,0.640480487
26851,0.112997897,0.282883238,0.604118866
26852,0.089567225,0.471342302,0.439090473
26853,0.050655732,0.078221847,0.871122421
26854,0.15938431,0.797138375,0.043477315
26855,0.072096903,0.302417115,0.625485982
26856,0.151998276,0.149799692,0.698202032
26857,0.115365198,0.268197292,0.616437511
26858,0.067190777,0.686190112,0.246619111
26859,0.050759792,0.57580255,0.373437658
26860,0.101882419,0.554677922,0.343439659
26861,0.106238158,0.277129347,0.616632495
26862,0.092715106,0.193988073,0.713296821
26863,0.039319921,0.101213298,0.859466781
26864,0.06638668,0.272056213,0.661557107
26865,0.094997925,0.152600926,0.752401149
26866,0.044689819,0.112935084,0.842375096
26867,0.16651429,0.131524086,0.701961624
26868,0.100236277,0.118085345,0.781678378
26869,0.031401691,0.047317527,0.921280782
26870,0.055515189,0.61627429,0.328210521
26871,0.139355315,0.099302932,0.761341753
26872,0.088141193,0.231700088,0.680158719
