index,0,1,2
26457,0.012545862,0.041020702,0.946433435
26458,0.203502454,0.075366734,0.721130812
26459,0.444061231,0.129860952,0.426077818
26460,0.174011612,0.100608028,0.72538036
26461,0.043432607,0.224547662,0.732019731
26462,0.098147899,0.213640237,0.688211864
26463,0.452111529,0.298761532,0.249126939
26464,0.140557674,0.320071753,0.539370573
26465,0.111142926,0.416265111,0.472591963
26466,0.339494727,0.242410801,0.418094472
26467,0.320507308,0.165104929,0.514387764
26468,0.169518311,0.217247383,0.613234305
26469,0.179529492,0.345795454,0.474675055
26470,0.086375755,0.240440508,0.673183737
26471,0.180543046,0.27429214,0.545164814
26472,0.543930746,0.454691699,0.001377555
26473,0.097594964,0.515434238,0.386970799
26474,0.03993136,0.195919612,0.764149027
26475,0.123730925,0.243172835,0.63309624
26476,0.072593115,0.127598911,0.799807974
26477,0.075075333,0.134051083,0.790873584
26478,0.163562102,0.124360286,0.712077612
26479,0.093606762,0.391820166,0.514573073
26480,0.07292082,0.097992769,0.82908641
26481,0.117120523,0.184801563,0.698077914
26482,0.050169049,0.321412674,0.628418277
26483,0.298538833,0.215173074,0.486288094
26484,0.330022921,0.165859098,0.504117981
26485,0.127896141,0.042963863,0.829139996
26486,0.166961528,0.811272862,0.021765609
26487,0.111762413,0.489826564,0.398411023
26488,0.429624833,0.341219817,0.22915535
26489,0.084943713,0.307870051,0.607186236
26490,0.137493172,0.171832508,0.69067432
26491,0.575272989,0.423795095,0.000931916
26492,0.254812926,0.131945382,0.613241693
26493,0.15238049,0.24003821,0.607581299
26494,0.06476974,0.584303011,0.350927249
26495,0.235002917,0.506568968,0.258428115
26496,0.241994032,0.318601875,0.439404093
26497,0.138551805,0.30177267,0.559675525
26498,0.186261305,0.085222413,0.728516282
26499,0.053785981,0.123179242,0.823034778
26500,0.281203216,0.313289208,0.405507576
26501,0.186418529,0.173707941,0.63987353
26502,0.214425852,0.101609124,0.683965024
26503,0.061851822,0.916393612,0.021754565
26504,0.154095478,0.827139768,0.018764753
26505,0.077508146,0.476744505,0.445747349
26506,0.271648726,0.231972855,0.496378419
26507,0.157371295,0.106216307,0.736412397
26508,0.048841279,0.145807281,0.805351441
26509,0.245475551,0.153037519,0.60148693
26510,0.328792485,0.159093638,0.512113877
26511,0.104655438,0.509182621,0.386161941
26512,0.314702084,0.683759636,0.001538279
26513,0.276847625,0.30158509,0.421567284
26514,0.682659123,0.098685967,0.218654911
26515,0.022972974,0.692461123,0.284565903
26516,0.204937836,0.123878374,0.67118379
26517,0.227134927,0.197292305,0.575572768
26518,0.108601762,0.321924156,0.569474082
26519,0.098576583,0.320263809,0.581159608
26520,0.320312287,0.314908596,0.364779117
26521,0.082143031,0.233982737,0.683874232
26522,0.131190303,0.862339003,0.006470693
26523,0.189391267,0.139508894,0.671099839
26524,0.063669174,0.266488571,0.669842255
26525,0.508845863,0.30631935,0.184834787
26526,0.067728891,0.065846982,0.866424127
26527,0.029755988,0.095217553,0.875026459
26528,0.119498516,0.179434569,0.701066915
26529,0.341607511,0.36980233,0.288590158
26530,0.145985488,0.254803531,0.59921098
26531,0.0706508,0.511219509,0.418129692
26532,0.169986338,0.318485388,0.511528274
26533,0.080750987,0.187035962,0.732213051
26534,0.240581864,0.050204667,0.709213469
26535,0.147445747,0.131749864,0.72080439
26536,0.151331308,0.297323259,0.551345432
26537,0.08182919,0.450695932,0.467474878
26538,0.064461147,0.300574887,0.634963966
26539,0.169282438,0.096452142,0.73426542
26540,0.454925109,0.538622048,0.006452843
26541,0.189167912,0.36207681,0.448755278
26542,0.086838404,0.175430434,0.737731162
26543,0.012812462,0.238377074,0.748810464
26544,0.116240137,0.125129008,0.758630855
26545,0.203881992,0.41809668,0.378021328
26546,0.231884931,0.207084103,0.561030967
26547,0.044440078,0.40938339,0.546176532
26548,0.139566587,0.081758241,0.778675172
26549,0.409691357,0.109460247,0.480848395
26550,0.383137572,0.136931896,0.479930532
26551,0.088704789,0.260890128,0.650405083
26552,0.182713652,0.215698709,0.60158764
26553,0.191661873,0.218912737,0.58942539
26554,0.041988423,0.144017963,0.813993614
26555,0.141608066,0.192788433,0.665603501
26556,0.040281977,0.305330652,0.654387371
26557,0.10132681,0.259841604,0.638831586
26558,0.207760003,0.265336366,0.526903631
26559,0.230292535,0.758119933,0.011587531
26560,0.082302228,0.172872543,0.744825229
26561,0.255277639,0.327443569,0.417278792
26562,0.085286932,0.098388922,0.816324146
26563,0.117135794,0.363834843,0.519029364
26564,0.230420033,0.184352967,0.585227
26565,0.198202403,0.068259095,0.733538502
26566,0.185608684,0.089446127,0.72494519
26567,0.042806382,0.05567142,0.901522198
26568,0.454348131,0.285989129,0.25966274
26569,0.100723107,0.897169336,0.002107557
26570,0.055181336,0.194930425,0.74988824
26571,0.140217186,0.099603373,0.760179442
26572,0.199304298,0.178047388,0.622648314
26573,0.061946941,0.339829285,0.598223774
26574,0.179138911,0.36427024,0.456590848
26575,0.083749786,0.433058752,0.483191463
26576,0.175535613,0.249113888,0.575350499
26577,0.121063687,0.314631806,0.564304507
26578,0.232230662,0.755775087,0.011994251
26579,0.38433717,0.120831,0.49483183
26580,0.218627297,0.290686071,0.490686632
26581,0.163143467,0.340831144,0.496025389
26582,0.127580605,0.197946542,0.674472853
26583,0.088889249,0.128515589,0.782595161
26584,0.12759999,0.549690392,0.322709618
26585,0.295094389,0.250247081,0.45465853
26586,0.143067643,0.326207013,0.530725344
26587,0.041615237,0.117924369,0.840460394
26588,0.120213764,0.338427254,0.541358982
26589,0.109364958,0.111866463,0.778768579
