,0,1,2,index
0,0.10553163731693142,0.18975217843159015,0.7047161842514783,26457
1,0.1893738649894996,0.28961001156279786,0.5210161234477025,26458
2,0.07697598382010146,0.0892975366681249,0.8337264795117738,26459
3,0.08453051023051021,0.0897755411255411,0.8256939486439487,26460
4,0.12268208979989166,0.21372428824472167,0.6635936219553866,26461
5,0.059266914349267286,0.12480985604809133,0.8159232296026413,26462
6,0.33020074451405723,0.6235164753031626,0.04628278018278019,26463
7,0.08792790326861533,0.09780290411915797,0.8142691926122266,26464
8,0.05930641689465218,0.12036772312654664,0.8203258599788011,26465
9,0.04239035746388687,0.3271736422618775,0.6304360002742355,26466
10,0.05915557775557776,0.15649447545918133,0.7843499467852411,26467
11,0.05224854274266037,0.08933820656467716,0.8584132506926624,26468
12,0.43669096715691147,0.16961587268940206,0.3936931601536865,26469
13,0.1972129950659362,0.183870854200266,0.6189161507337978,26470
14,0.05417690435925728,0.2321177181664798,0.7137053774742629,26471
15,0.08861659669306728,0.230931050866345,0.6804523524405877,26472
16,0.07198194137017663,0.10190690431572783,0.8261111543140955,26473
17,0.18578958149407063,0.8015274892347646,0.012682929271164567,26474
18,0.29165918811151015,0.22837207226324874,0.4799687396252411,26475
19,0.05966528928587752,0.15156204960616723,0.7887726611079553,26476
20,0.15045634898870192,0.17460404785559583,0.6749396031557021,26477
21,0.08578162763162762,0.08841020577862682,0.8258081665897455,26478
22,0.08678625960096546,0.15406775980011272,0.7591459805989216,26479
23,0.07502571785512961,0.11370799298740475,0.8112662891574656,26480
24,0.07877119155354448,0.33337838310067414,0.5878504253457815,26481
25,0.20081207305479748,0.07580887290670571,0.7233790540384968,26482
26,0.022773169967287614,0.20470939091867885,0.7725174391140334,26483
27,0.13605051168874696,0.26927927029397625,0.5946702180172767,26484
28,0.036655975505975505,0.045894142894142884,0.9174498815998817,26485
29,0.08999844376469764,0.20670939599329693,0.7032921602420054,26486
30,0.07954735242970537,0.132054112118818,0.7883985354514765,26487
